somministrazioni,regione,siglaCategoria,identificativo,categoria,codice_regione,data,vaccino,punto,classeEta,siglaRegione,NUTS2
32,Emilia-Romagna,TML_CAT_OSS,27/12/2020_PF/BT_EMR_102760_AMB. VACCINALE FIERA DI BOLOGNA PADIGLIONE POLIVALENTE_20-29,1 - Operatori Sanitari e Sociosanitari,08,2020-12-27,PF/BT,102760_AMB. VACCINALE FIERA DI BOLOGNA PADIGLIONE POLIVALENTE,20-29,EMR,ITH5
11,Emilia-Romagna,TML_CAT_OSS,27/12/2020_PF/BT_EMR_103_REGGIO EMILIA_20-29,1 - Operatori Sanitari e Sociosanitari,08,2020-12-27,PF/BT,103_REGGIO EMILIA,20-29,EMR,ITH5
5,Emilia-Romagna,TML_CAT_OSS,27/12/2020_PF/BT_EMR_109_FERRARA_20-29,1 - Operatori Sanitari e Sociosanitari,08,2020-12-27,PF/BT,109_FERRARA,20-29,EMR,ITH5
13,Emilia-Romagna,TML_CAT_OSS,27/12/2020_PF/BT_EMR_114_ROMAGNA_20-29,1 - Operatori Sanitari e Sociosanitari,08,2020-12-27,PF/BT,114_ROMAGNA,20-29,EMR,ITH5
26,Emilia-Romagna,TML_CAT_OSS,27/12/2020_PF/BT_EMR_300051_SERVIZIO PROFILASSI MALATTIE INFETTIVE_20-29,1 - Operatori Sanitari e Sociosanitari,08,2020-12-27,PF/BT,300051_SERVIZIO PROFILASSI MALATTIE INFETTIVE,20-29,EMR,ITH5
1,Emilia-Romagna,TML_CAT_OSS,27/12/2020_PF/BT_EMR_50004_COVID VACCINAZIONE ANTI COVID SEDE PROV - PALA DE ANDRE_20-29,1 - Operatori Sanitari e Sociosanitari,08,2020-12-27,PF/BT,50004_COVID VACCINAZIONE ANTI COVID SEDE PROV - PALA DE ANDRE,20-29,EMR,ITH5
40,Emilia-Romagna,TML_CAT_OSS,27/12/2020_PF/BT_EMR_102760_AMB. VACCINALE FIERA DI BOLOGNA PADIGLIONE POLIVALENTE_30-39,1 - Operatori Sanitari e Sociosanitari,08,2020-12-27,PF/BT,102760_AMB. VACCINALE FIERA DI BOLOGNA PADIGLIONE POLIVALENTE,30-39,EMR,ITH5
7,Emilia-Romagna,TML_CAT_OSS,27/12/2020_PF/BT_EMR_103_REGGIO EMILIA_30-39,1 - Operatori Sanitari e Sociosanitari,08,2020-12-27,PF/BT,103_REGGIO EMILIA,30-39,EMR,ITH5
6,Emilia-Romagna,TML_CAT_OSS,27/12/2020_PF/BT_EMR_109_FERRARA_30-39,1 - Operatori Sanitari e Sociosanitari,08,2020-12-27,PF/BT,109_FERRARA,30-39,EMR,ITH5
17,Emilia-Romagna,TML_CAT_OSS,27/12/2020_PF/BT_EMR_114_ROMAGNA_30-39,1 - Operatori Sanitari e Sociosanitari,08,2020-12-27,PF/BT,114_ROMAGNA,30-39,EMR,ITH5
21,Emilia-Romagna,TML_CAT_OSS,27/12/2020_PF/BT_EMR_300051_SERVIZIO PROFILASSI MALATTIE INFETTIVE_30-39,1 - Operatori Sanitari e Sociosanitari,08,2020-12-27,PF/BT,300051_SERVIZIO PROFILASSI MALATTIE INFETTIVE,30-39,EMR,ITH5
1,Emilia-Romagna,TML_CAT_OSS,27/12/2020_PF/BT_EMR_80909_FERRARA_30-39,1 - Operatori Sanitari e Sociosanitari,08,2020-12-27,PF/BT,80909_FERRARA,30-39,EMR,ITH5
62,Emilia-Romagna,TML_CAT_OSS,27/12/2020_PF/BT_EMR_102760_AMB. VACCINALE FIERA DI BOLOGNA PADIGLIONE POLIVALENTE_40-49,1 - Operatori Sanitari e Sociosanitari,08,2020-12-27,PF/BT,102760_AMB. VACCINALE FIERA DI BOLOGNA PADIGLIONE POLIVALENTE,40-49,EMR,ITH5
