somministrazioni,regione,siglaCategoria,identificativo,categoria,codice_regione,data,vaccino,punto,classeEta,siglaRegione,NUTS2
3,Puglia,TML_CAT_OSS,27/12/2020_PF/BT_PUG_0_Ambulatorio vaccinale Foggia_20-29,1 - Operatori Sanitari e Sociosanitari,16,2020-12-27,PF/BT,0_Ambulatorio vaccinale Foggia,20-29,PUG,ITF4
2,Puglia,TML_CAT_OSS,27/12/2020_PF/BT_PUG_100188_RSSA VILLA GIOVANNA_20-29,1 - Operatori Sanitari e Sociosanitari,16,2020-12-27,PF/BT,100188_RSSA VILLA GIOVANNA,20-29,PUG,ITF4
1,Puglia,TML_CAT_OSS,27/12/2020_PF/BT_PUG_160062_OSPEDALE GALATINA 'S. CATERINA NOVELLA'_20-29,1 - Operatori Sanitari e Sociosanitari,16,2020-12-27,PF/BT,160062_OSPEDALE GALATINA 'S. CATERINA NOVELLA',20-29,PUG,ITF4
3,Puglia,TML_CAT_OSS,27/12/2020_PF/BT_PUG_160113_AMBULATORIO VACCINALE SISP ANDRIA_20-29,1 - Operatori Sanitari e Sociosanitari,16,2020-12-27,PF/BT,160113_AMBULATORIO VACCINALE SISP ANDRIA,20-29,PUG,ITF4
2,Puglia,TML_CAT_OSS,27/12/2020_PF/BT_PUG_160163_P.O.San Severo_20-29,1 - Operatori Sanitari e Sociosanitari,16,2020-12-27,PF/BT,160163_P.O.San Severo,20-29,PUG,ITF4
10,Puglia,TML_CAT_OSS,"27/12/2020_PF/BT_PUG_160169_ Ambulatorio Drive Through - Presidio Ospedaliero ""Di Venere""_20-29",1 - Operatori Sanitari e Sociosanitari,16,2020-12-27,PF/BT,"160169_ Ambulatorio Drive Through - Presidio Ospedaliero ""Di Venere""",20-29,PUG,ITF4
4,Puglia,TML_CAT_OSS,27/12/2020_PF/BT_PUG_160170_OSPEDALE BRINDISI 'PERRINO'_20-29,1 - Operatori Sanitari e Sociosanitari,16,2020-12-27,PF/BT,160170_OSPEDALE BRINDISI 'PERRINO',20-29,PUG,ITF4
2,Puglia,TML_CAT_OSS,27/12/2020_PF/BT_PUG_160171_OSPEDALE LECCE - 'V FAZZI' (SAN CESARIO)_20-29,1 - Operatori Sanitari e Sociosanitari,16,2020-12-27,PF/BT,160171_OSPEDALE LECCE - 'V FAZZI' (SAN CESARIO),20-29,PUG,ITF4
4,Puglia,TML_CAT_OSS,27/12/2020_PF/BT_PUG_160172_PRESIDIO OSPEDALERO CENTRALE TARANTO_20-29,1 - Operatori Sanitari e Sociosanitari,16,2020-12-27,PF/BT,160172_PRESIDIO OSPEDALERO CENTRALE TARANTO,20-29,PUG,ITF4
5,Puglia,TML_CAT_OSS,27/12/2020_PF/BT_PUG_160178_OSPEDALE BISCEGLIE_20-29,1 - Operatori Sanitari e Sociosanitari,16,2020-12-27,PF/BT,160178_OSPEDALE BISCEGLIE,20-29,PUG,ITF4
7,Puglia,TML_CAT_OSS,27/12/2020_PF/BT_PUG_160907_Azienda Ospedaliera -Universitaria Policlinico Bari_20-29,1 - Operatori Sanitari e Sociosanitari,16,2020-12-27,PF/BT,160907_Azienda Ospedaliera -Universitaria Policlinico Bari,20-29,PUG,ITF4
1,Puglia,TML_CAT_OSS,27/12/2020_PF/BT_PUG_22700_RESIDENZA SOCIO SANITARIA ASSISTENZIALE 'SANCTA MARIA REGINA PACIS'_20-29,1 - Operatori Sanitari e Sociosanitari,16,2020-12-27,PF/BT,22700_RESIDENZA SOCIO SANITARIA ASSISTENZIALE 'SANCTA MARIA REGINA PACIS',20-29,PUG,ITF4
1,Puglia,TML_CAT_OSS,27/12/2020_PF/BT_PUG_300400_POLIAMBULATORIO DISTR.DI LECCE_20-29,1 - Operatori Sanitari e Sociosanitari,16,2020-12-27,PF/BT,300400_POLIAMBULATORIO DISTR.DI LECCE,20-29,PUG,ITF4
3,Puglia,TML_CAT_OSS,27/12/2020_PF/BT_PUG_971039_RSA - PTA San Marco in Lamis_20-29,1 - Operatori Sanitari e Sociosanitari,16,2020-12-27,PF/BT,971039_RSA - PTA San Marco in Lamis,20-29,PUG,ITF4
4,Puglia,TML_CAT_OSS,27/12/2020_PF/BT_PUG_HSP11-BIS_UNIVERSO SALUTE OPERA DON UVA BISCEGLIE_20-29,1 - Operatori Sanitari e Sociosanitari,16,2020-12-27,PF/BT,HSP11-BIS_UNIVERSO SALUTE OPERA DON UVA BISCEGLIE,20-29,PUG,ITF4
2,Puglia,TML_CAT_OSS,27/12/2020_PF/BT_PUG_ND_Amulatorio Vaccinale Di Summa - Brindisi_20-29,1 - Operatori Sanitari e Sociosanitari,16,2020-12-27,PF/BT,ND_Amulatorio Vaccinale Di Summa - Brindisi,20-29,PUG,ITF4
3,Puglia,TML_CAT_OSS,27/12/2020_PF/BT_PUG_STS11_AMBULATORIO VACCINALE DIPARTIMENTO DI PREVENZIONE VIALE MAGNA GRECIA 418 - TARANTO_20-29,1 - Operatori Sanitari e Sociosanitari,16,2020-12-27,PF/BT,STS11_AMBULATORIO VACCINALE DIPARTIMENTO DI PREVENZIONE VIALE MAGNA GRECIA 418 - TARANTO,20-29,PUG,ITF4
3,Puglia,TML_CAT_OSS,27/12/2020_PF/BT_PUG_STS11_DIPARTIMENTO DI PREVENZIONE_20-29,1 - Operatori Sanitari e Sociosanitari,16,2020-12-27,PF/BT,STS11_DIPARTIMENTO DI PREVENZIONE,20-29,PUG,ITF4
9,Puglia,TML_CAT_OSS,27/12/2020_PF/BT_PUG_0_Ambulatorio vaccinale Foggia_30-39,1 - Operatori Sanitari e Sociosanitari,16,2020-12-27,PF/BT,0_Ambulatorio vaccinale Foggia,30-39,PUG,ITF4
3,Puglia,TML_CAT_OSS,27/12/2020_PF/BT_PUG_100188_RSSA VILLA GIOVANNA_30-39,1 - Operatori Sanitari e Sociosanitari,16,2020-12-27,PF/BT,100188_RSSA VILLA GIOVANNA,30-39,PUG,ITF4
1,Puglia,TML_CAT_OSS,27/12/2020_PF/BT_PUG_160062_OSPEDALE GALATINA 'S. CATERINA NOVELLA'_30-39,1 - Operatori Sanitari e Sociosanitari,16,2020-12-27,PF/BT,160062_OSPEDALE GALATINA 'S. CATERINA NOVELLA',30-39,PUG,ITF4
4,Puglia,TML_CAT_OSS,27/12/2020_PF/BT_PUG_160113_AMBULATORIO VACCINALE SISP ANDRIA_30-39,1 - Operatori Sanitari e Sociosanitari,16,2020-12-27,PF/BT,160113_AMBULATORIO VACCINALE SISP ANDRIA,30-39,PUG,ITF4
2,Puglia,TML_CAT_OSS,27/12/2020_PF/BT_PUG_160163_P.O.San Severo_30-39,1 - Operatori Sanitari e Sociosanitari,16,2020-12-27,PF/BT,160163_P.O.San Severo,30-39,PUG,ITF4
14,Puglia,TML_CAT_OSS,"27/12/2020_PF/BT_PUG_160169_ Ambulatorio Drive Through - Presidio Ospedaliero ""Di Venere""_30-39",1 - Operatori Sanitari e Sociosanitari,16,2020-12-27,PF/BT,"160169_ Ambulatorio Drive Through - Presidio Ospedaliero ""Di Venere""",30-39,PUG,ITF4
8,Puglia,TML_CAT_OSS,27/12/2020_PF/BT_PUG_160170_OSPEDALE BRINDISI 'PERRINO'_30-39,1 - Operatori Sanitari e Sociosanitari,16,2020-12-27,PF/BT,160170_OSPEDALE BRINDISI 'PERRINO',30-39,PUG,ITF4
