iss_date,DATA_DECESSO,DECESSI
21/02/2021,21/02/2020,<5
21/02/2021,22/02/2020,<5
21/02/2021,23/02/2020,<5
21/02/2021,24/02/2020,<5
21/02/2021,25/02/2020,8
21/02/2021,26/02/2020,6
21/02/2021,27/02/2020,8
21/02/2021,28/02/2020,11
21/02/2021,29/02/2020,15
21/02/2021,01/03/2020,26
21/02/2021,02/03/2020,24
21/02/2021,03/03/2020,56
21/02/2021,04/03/2020,56
21/02/2021,05/03/2020,81
21/02/2021,06/03/2020,111
21/02/2021,07/03/2020,168
21/02/2021,08/03/2020,176
21/02/2021,09/03/2020,226
21/02/2021,10/03/2020,280
21/02/2021,11/03/2020,312
21/02/2021,12/03/2020,323
21/02/2021,13/03/2020,379
21/02/2021,14/03/2020,445
21/02/2021,15/03/2020,434
21/02/2021,16/03/2020,512
21/02/2021,17/03/2020,574
21/02/2021,18/03/2020,645
21/02/2021,19/03/2020,654
21/02/2021,20/03/2020,756
21/02/2021,21/03/2020,819
21/02/2021,22/03/2020,817
21/02/2021,23/03/2020,866
21/02/2021,24/03/2020,823
21/02/2021,25/03/2020,872
21/02/2021,26/03/2020,837
21/02/2021,27/03/2020,884
21/02/2021,28/03/2020,928
21/02/2021,29/03/2020,769
21/02/2021,30/03/2020,795
21/02/2021,31/03/2020,707
21/02/2021,01/04/2020,716
21/02/2021,02/04/2020,693
21/02/2021,03/04/2020,681
21/02/2021,04/04/2020,640
21/02/2021,05/04/2020,604
21/02/2021,06/04/2020,594
21/02/2021,07/04/2020,613
21/02/2021,08/04/2020,603
21/02/2021,09/04/2020,545
21/02/2021,10/04/2020,609
21/02/2021,11/04/2020,589
21/02/2021,12/04/2020,579
21/02/2021,13/04/2020,534
21/02/2021,14/04/2020,543
21/02/2021,15/04/2020,514
21/02/2021,16/04/2020,452
21/02/2021,17/04/2020,478
21/02/2021,18/04/2020,465
21/02/2021,19/04/2020,464
21/02/2021,20/04/2020,449
21/02/2021,21/04/2020,367
21/02/2021,22/04/2020,385
21/02/2021,23/04/2020,358
21/02/2021,24/04/2020,387
21/02/2021,25/04/2020,359
21/02/2021,26/04/2020,322
21/02/2021,27/04/2020,331
21/02/2021,28/04/2020,313
21/02/2021,29/04/2020,299
21/02/2021,30/04/2020,262
21/02/2021,01/05/2020,257
21/02/2021,02/05/2020,254
21/02/2021,03/05/2020,243
21/02/2021,04/05/2020,219
21/02/2021,05/05/2020,225
21/02/2021,06/05/2020,218
21/02/2021,07/05/2020,180
21/02/2021,08/05/2020,172
21/02/2021,09/05/2020,199
21/02/2021,10/05/2020,169
21/02/2021,11/05/2020,162
21/02/2021,12/05/2020,159
21/02/2021,13/05/2020,144
21/02/2021,14/05/2020,143
21/02/2021,15/05/2020,151
21/02/2021,16/05/2020,103
21/02/2021,17/05/2020,118
21/02/2021,18/05/2020,99
21/02/2021,19/05/2020,93
21/02/2021,20/05/2020,89
21/02/2021,21/05/2020,77
21/02/2021,22/05/2020,84
21/02/2021,23/05/2020,96
21/02/2021,24/05/2020,86
21/02/2021,25/05/2020,75
21/02/2021,26/05/2020,60
21/02/2021,27/05/2020,50
21/02/2021,28/05/2020,71
21/02/2021,29/05/2020,63
21/02/2021,30/05/2020,49
21/02/2021,31/05/2020,49
21/02/2021,01/06/2020,60
21/02/2021,02/06/2020,57
21/02/2021,03/06/2020,52
21/02/2021,04/06/2020,60
21/02/2021,05/06/2020,51
21/02/2021,06/06/2020,36
21/02/2021,07/06/2020,36
21/02/2021,08/06/2020,38
21/02/2021,09/06/2020,35
21/02/2021,10/06/2020,33
21/02/2021,11/06/2020,35
21/02/2021,12/06/2020,29
21/02/2021,13/06/2020,23
21/02/2021,14/06/2020,23
21/02/2021,15/06/2020,31
21/02/2021,16/06/2020,35
21/02/2021,17/06/2020,33
21/02/2021,18/06/2020,33
21/02/2021,19/06/2020,21
21/02/2021,20/06/2020,19
21/02/2021,21/06/2020,23
21/02/2021,22/06/2020,17
21/02/2021,23/06/2020,30
21/02/2021,24/06/2020,19
21/02/2021,25/06/2020,20
21/02/2021,26/06/2020,18
21/02/2021,27/06/2020,24
21/02/2021,28/06/2020,12
21/02/2021,29/06/2020,13
21/02/2021,30/06/2020,12
21/02/2021,01/07/2020,12
21/02/2021,02/07/2020,13
21/02/2021,03/07/2020,11
21/02/2021,04/07/2020,7
21/02/2021,05/07/2020,11
21/02/2021,06/07/2020,13
21/02/2021,07/07/2020,10
21/02/2021,08/07/2020,6
21/02/2021,09/07/2020,9
21/02/2021,10/07/2020,8
21/02/2021,11/07/2020,7
21/02/2021,12/07/2020,9
21/02/2021,13/07/2020,18
21/02/2021,14/07/2020,6
21/02/2021,15/07/2020,5
21/02/2021,16/07/2020,15
21/02/2021,17/07/2020,5
21/02/2021,18/07/2020,14
21/02/2021,19/07/2020,10
21/02/2021,20/07/2020,7
21/02/2021,21/07/2020,8
21/02/2021,22/07/2020,11
21/02/2021,23/07/2020,<5
21/02/2021,24/07/2020,7
21/02/2021,25/07/2020,5
21/02/2021,26/07/2020,5
21/02/2021,27/07/2020,15
21/02/2021,28/07/2020,5
21/02/2021,29/07/2020,7
21/02/2021,30/07/2020,7
21/02/2021,31/07/2020,<5
21/02/2021,01/08/2020,<5
21/02/2021,02/08/2020,<5
21/02/2021,03/08/2020,7
21/02/2021,04/08/2020,<5
21/02/2021,05/08/2020,8
21/02/2021,06/08/2020,6
21/02/2021,07/08/2020,9
21/02/2021,08/08/2020,6
21/02/2021,09/08/2020,<5
21/02/2021,10/08/2020,9
21/02/2021,11/08/2020,7
21/02/2021,12/08/2020,<5
21/02/2021,13/08/2020,6
21/02/2021,14/08/2020,10
21/02/2021,16/08/2020,9
