iss_date,DATA_DECESSO,DECESSI
01/02/2021,21/02/2020,<5
01/02/2021,22/02/2020,<5
01/02/2021,23/02/2020,<5
01/02/2021,24/02/2020,<5
01/02/2021,25/02/2020,8
01/02/2021,26/02/2020,6
01/02/2021,27/02/2020,8
01/02/2021,28/02/2020,11
01/02/2021,29/02/2020,15
01/02/2021,01/03/2020,26
01/02/2021,02/03/2020,24
01/02/2021,03/03/2020,56
01/02/2021,04/03/2020,56
01/02/2021,05/03/2020,81
01/02/2021,06/03/2020,111
01/02/2021,07/03/2020,168
01/02/2021,08/03/2020,176
01/02/2021,09/03/2020,226
01/02/2021,10/03/2020,280
01/02/2021,11/03/2020,312
01/02/2021,12/03/2020,323
01/02/2021,13/03/2020,378
01/02/2021,14/03/2020,444
01/02/2021,15/03/2020,435
01/02/2021,16/03/2020,512
01/02/2021,17/03/2020,574
01/02/2021,18/03/2020,645
01/02/2021,19/03/2020,654
01/02/2021,20/03/2020,755
01/02/2021,21/03/2020,818
01/02/2021,22/03/2020,817
01/02/2021,23/03/2020,865
01/02/2021,24/03/2020,823
01/02/2021,25/03/2020,872
01/02/2021,26/03/2020,837
01/02/2021,27/03/2020,884
01/02/2021,28/03/2020,928
01/02/2021,29/03/2020,769
01/02/2021,30/03/2020,793
01/02/2021,31/03/2020,706
01/02/2021,01/04/2020,715
01/02/2021,02/04/2020,693
01/02/2021,03/04/2020,680
01/02/2021,04/04/2020,640
01/02/2021,05/04/2020,602
01/02/2021,06/04/2020,594
01/02/2021,07/04/2020,613
01/02/2021,08/04/2020,603
01/02/2021,09/04/2020,545
01/02/2021,10/04/2020,609
01/02/2021,11/04/2020,588
01/02/2021,12/04/2020,579
01/02/2021,13/04/2020,534
01/02/2021,14/04/2020,543
01/02/2021,15/04/2020,511
01/02/2021,16/04/2020,451
01/02/2021,17/04/2020,476
01/02/2021,18/04/2020,464
01/02/2021,19/04/2020,464
01/02/2021,20/04/2020,448
01/02/2021,21/04/2020,367
01/02/2021,22/04/2020,385
01/02/2021,23/04/2020,357
01/02/2021,24/04/2020,386
01/02/2021,25/04/2020,359
01/02/2021,26/04/2020,317
01/02/2021,27/04/2020,331
01/02/2021,28/04/2020,312
01/02/2021,29/04/2020,299
01/02/2021,30/04/2020,262
01/02/2021,01/05/2020,257
01/02/2021,02/05/2020,254
01/02/2021,03/05/2020,243
01/02/2021,04/05/2020,218
01/02/2021,05/05/2020,226
01/02/2021,06/05/2020,218
01/02/2021,07/05/2020,178
01/02/2021,08/05/2020,172
01/02/2021,09/05/2020,198
01/02/2021,10/05/2020,169
01/02/2021,11/05/2020,162
01/02/2021,12/05/2020,159
01/02/2021,13/05/2020,144
01/02/2021,14/05/2020,143
01/02/2021,15/05/2020,151
01/02/2021,16/05/2020,102
01/02/2021,17/05/2020,117
01/02/2021,18/05/2020,99
01/02/2021,19/05/2020,93
01/02/2021,20/05/2020,89
01/02/2021,21/05/2020,77
01/02/2021,22/05/2020,84
01/02/2021,23/05/2020,96
01/02/2021,24/05/2020,86
01/02/2021,25/05/2020,75
01/02/2021,26/05/2020,60
01/02/2021,27/05/2020,50
01/02/2021,28/05/2020,71
01/02/2021,29/05/2020,63
01/02/2021,30/05/2020,49
01/02/2021,31/05/2020,49
01/02/2021,01/06/2020,60
01/02/2021,02/06/2020,57
01/02/2021,03/06/2020,52
01/02/2021,04/06/2020,60
01/02/2021,05/06/2020,51
01/02/2021,06/06/2020,36
01/02/2021,07/06/2020,36
01/02/2021,08/06/2020,38
01/02/2021,09/06/2020,35
01/02/2021,10/06/2020,33
01/02/2021,11/06/2020,35
01/02/2021,12/06/2020,29
01/02/2021,13/06/2020,23
01/02/2021,14/06/2020,23
01/02/2021,15/06/2020,31
01/02/2021,16/06/2020,36
01/02/2021,17/06/2020,32
01/02/2021,18/06/2020,33
01/02/2021,19/06/2020,21
01/02/2021,20/06/2020,19
01/02/2021,21/06/2020,22
01/02/2021,22/06/2020,17
01/02/2021,23/06/2020,30
01/02/2021,24/06/2020,19
01/02/2021,25/06/2020,19
01/02/2021,26/06/2020,18
01/02/2021,27/06/2020,24
01/02/2021,28/06/2020,12
01/02/2021,29/06/2020,13
01/02/2021,30/06/2020,12
01/02/2021,01/07/2020,12
01/02/2021,02/07/2020,13
01/02/2021,03/07/2020,11
01/02/2021,04/07/2020,7
01/02/2021,05/07/2020,10
01/02/2021,06/07/2020,13
01/02/2021,07/07/2020,10
01/02/2021,08/07/2020,6
01/02/2021,09/07/2020,9
01/02/2021,10/07/2020,8
01/02/2021,11/07/2020,7
01/02/2021,12/07/2020,10
01/02/2021,13/07/2020,18
01/02/2021,14/07/2020,6
01/02/2021,15/07/2020,<5
01/02/2021,16/07/2020,15
01/02/2021,17/07/2020,5
01/02/2021,18/07/2020,14
01/02/2021,19/07/2020,10
01/02/2021,20/07/2020,7
01/02/2021,21/07/2020,8
01/02/2021,22/07/2020,11
01/02/2021,23/07/2020,<5
01/02/2021,24/07/2020,7
01/02/2021,25/07/2020,5
01/02/2021,26/07/2020,5
01/02/2021,27/07/2020,15
01/02/2021,28/07/2020,<5
01/02/2021,29/07/2020,7
01/02/2021,30/07/2020,7
01/02/2021,31/07/2020,<5
01/02/2021,01/08/2020,<5
01/02/2021,02/08/2020,<5
01/02/2021,03/08/2020,7
01/02/2021,04/08/2020,<5
01/02/2021,05/08/2020,8
01/02/2021,06/08/2020,6
01/02/2021,07/08/2020,9
01/02/2021,08/08/2020,6
01/02/2021,09/08/2020,<5
01/02/2021,10/08/2020,9
01/02/2021,11/08/2020,7
01/02/2021,12/08/2020,<5
01/02/2021,13/08/2020,6
01/02/2021,14/08/2020,10
01/02/2021,16/08/2020,8
01/02/2021,17/08/2020,<5
01/02/2021,18/08/2020,5
01/02/2021,19/08/2020,7
01/02/2021,20/08/2020,11
01/02/2021,21/08/2020,<5
01/02/2021,22/08/2020,5
01/02/2021,23/08/2020,<5
01/02/2021,24/08/2020,7
01/02/2021,25/08/2020,6
01/02/2021,26/08/2020,10
01/02/2021,27/08/2020,6
01/02/2021,29/08/2020,<5
01/02/2021,30/08/2020,7
01/02/2021,31/08/2020,9
01/02/2021,01/09/2020,9
01/02/2021,02/09/2020,11
01/02/2021,03/09/2020,11
01/02/2021,04/09/2020,12
01/02/2021,05/09/2020,12
01/02/2021,06/09/2020,6
01/02/2021,07/09/2020,17
01/02/2021,08/09/2020,5
01/02/2021,09/09/2020,7
01/02/2021,10/09/2020,8
01/02/2021,11/09/2020,6
01/02/2021,12/09/2020,12
01/02/2021,13/09/2020,14
01/02/2021,14/09/2020,13
01/02/2021,15/09/2020,17
01/02/2021,16/09/2020,17
01/02/2021,17/09/2020,16
01/02/2021,18/09/2020,25
01/02/2021,19/09/2020,16
01/02/2021,20/09/2020,19
01/02/2021,21/09/2020,16
01/02/2021,22/09/2020,13
01/02/2021,23/09/2020,26
01/02/2021,24/09/2020,19
01/02/2021,25/09/2020,29
01/02/2021,26/09/2020,19
01/02/2021,27/09/2020,24
01/02/2021,28/09/2020,21
01/02/2021,29/09/2020,25
01/02/2021,30/09/2020,19
01/02/2021,01/10/2020,27
01/02/2021,02/10/2020,30
01/02/2021,03/10/2020,17
01/02/2021,04/10/2020,22
01/02/2021,05/10/2020,39
01/02/2021,06/10/2020,25
01/02/2021,07/10/2020,30
01/02/2021,08/10/2020,38
01/02/2021,09/10/2020,39
01/02/2021,10/10/2020,50
01/02/2021,11/10/2020,51
01/02/2021,12/10/2020,71
01/02/2021,13/10/2020,69
01/02/2021,14/10/2020,70
01/02/2021,15/10/2020,68
01/02/2021,16/10/2020,102
01/02/2021,17/10/2020,89
01/02/2021,18/10/2020,105
01/02/2021,19/10/2020,107
01/02/2021,20/10/2020,144
01/02/2021,21/10/2020,146
01/02/2021,22/10/2020,160
01/02/2021,23/10/2020,179
01/02/2021,24/10/2020,212
01/02/2021,25/10/2020,195
01/02/2021,26/10/2020,248
01/02/2021,27/10/2020,234
01/02/2021,28/10/2020,308
01/02/2021,29/10/2020,298
01/02/2021,30/10/2020,351
01/02/2021,31/10/2020,364
