iss_date,DATA_INIZIO_SINTOMI,CASI
13/12/2020,28/01/2020,10
13/12/2020,29/01/2020,16
13/12/2020,30/01/2020,19
13/12/2020,31/01/2020,17
13/12/2020,01/02/2020,50
13/12/2020,02/02/2020,35
13/12/2020,03/02/2020,24
13/12/2020,04/02/2020,22
13/12/2020,05/02/2020,30
13/12/2020,06/02/2020,26
13/12/2020,07/02/2020,18
13/12/2020,08/02/2020,14
13/12/2020,09/02/2020,16
13/12/2020,10/02/2020,62
13/12/2020,11/02/2020,27
13/12/2020,12/02/2020,48
13/12/2020,13/02/2020,48
13/12/2020,14/02/2020,65
13/12/2020,15/02/2020,146
13/12/2020,16/02/2020,81
13/12/2020,17/02/2020,138
13/12/2020,18/02/2020,164
13/12/2020,19/02/2020,139
13/12/2020,20/02/2020,403
13/12/2020,21/02/2020,313
13/12/2020,22/02/2020,387
13/12/2020,23/02/2020,509
13/12/2020,24/02/2020,676
13/12/2020,25/02/2020,817
13/12/2020,26/02/2020,738
13/12/2020,27/02/2020,886
13/12/2020,28/02/2020,1206
13/12/2020,29/02/2020,1079
13/12/2020,01/03/2020,2472
13/12/2020,02/03/2020,1948
13/12/2020,03/03/2020,2250
13/12/2020,04/03/2020,1945
13/12/2020,05/03/2020,2631
13/12/2020,06/03/2020,2966
13/12/2020,07/03/2020,3130
13/12/2020,08/03/2020,3663
13/12/2020,09/03/2020,4423
13/12/2020,10/03/2020,6128
13/12/2020,11/03/2020,4202
13/12/2020,12/03/2020,4753
13/12/2020,13/03/2020,5339
13/12/2020,14/03/2020,4696
13/12/2020,15/03/2020,5873
13/12/2020,16/03/2020,5312
13/12/2020,17/03/2020,4510
13/12/2020,18/03/2020,4810
13/12/2020,19/03/2020,4256
13/12/2020,20/03/2020,6119
13/12/2020,21/03/2020,3815
13/12/2020,22/03/2020,3749
13/12/2020,23/03/2020,4380
13/12/2020,24/03/2020,3551
13/12/2020,25/03/2020,3823
13/12/2020,26/03/2020,3294
13/12/2020,27/03/2020,3539
13/12/2020,28/03/2020,3132
13/12/2020,29/03/2020,2374
13/12/2020,30/03/2020,3636
13/12/2020,31/03/2020,2585
13/12/2020,01/04/2020,4069
13/12/2020,02/04/2020,2654
13/12/2020,03/04/2020,2691
13/12/2020,04/04/2020,2291
13/12/2020,05/04/2020,2026
13/12/2020,06/04/2020,2451
13/12/2020,07/04/2020,2217
13/12/2020,08/04/2020,2106
13/12/2020,09/04/2020,1997
13/12/2020,10/04/2020,2698
13/12/2020,11/04/2020,1581
13/12/2020,12/04/2020,1623
13/12/2020,13/04/2020,1485
13/12/2020,14/04/2020,1798
13/12/2020,15/04/2020,2112
13/12/2020,16/04/2020,1603
13/12/2020,17/04/2020,1568
13/12/2020,18/04/2020,1252
13/12/2020,19/04/2020,974
13/12/2020,20/04/2020,1855
13/12/2020,21/04/2020,1163
13/12/2020,22/04/2020,1184
13/12/2020,23/04/2020,1202
13/12/2020,24/04/2020,1075
13/12/2020,25/04/2020,857
13/12/2020,26/04/2020,646
13/12/2020,27/04/2020,1087
13/12/2020,28/04/2020,837
13/12/2020,29/04/2020,890
13/12/2020,30/04/2020,838
13/12/2020,01/05/2020,663
13/12/2020,02/05/2020,473
13/12/2020,03/05/2020,380
13/12/2020,04/05/2020,606
13/12/2020,05/05/2020,606
13/12/2020,06/05/2020,531
13/12/2020,07/05/2020,479
13/12/2020,08/05/2020,485
13/12/2020,09/05/2020,268
13/12/2020,10/05/2020,331
13/12/2020,11/05/2020,382
13/12/2020,12/05/2020,432
13/12/2020,13/05/2020,363
13/12/2020,14/05/2020,311
13/12/2020,15/05/2020,312
13/12/2020,16/05/2020,221
13/12/2020,17/05/2020,173
13/12/2020,18/05/2020,296
13/12/2020,19/05/2020,237
13/12/2020,20/05/2020,273
13/12/2020,21/05/2020,194
13/12/2020,22/05/2020,174
13/12/2020,23/05/2020,123
13/12/2020,24/05/2020,79
13/12/2020,25/05/2020,205
13/12/2020,26/05/2020,172
13/12/2020,27/05/2020,192
13/12/2020,28/05/2020,145
13/12/2020,29/05/2020,136
13/12/2020,30/05/2020,113
13/12/2020,31/05/2020,60
13/12/2020,01/06/2020,168
13/12/2020,02/06/2020,63
13/12/2020,03/06/2020,130
13/12/2020,04/06/2020,117
13/12/2020,05/06/2020,139
13/12/2020,06/06/2020,87
13/12/2020,07/06/2020,64
13/12/2020,08/06/2020,125
13/12/2020,09/06/2020,114
13/12/2020,10/06/2020,115
13/12/2020,11/06/2020,92
13/12/2020,12/06/2020,115
13/12/2020,13/06/2020,66
13/12/2020,14/06/2020,75
13/12/2020,15/06/2020,105
13/12/2020,16/06/2020,93
13/12/2020,17/06/2020,88
13/12/2020,18/06/2020,90
13/12/2020,19/06/2020,82
13/12/2020,20/06/2020,60
13/12/2020,21/06/2020,57
13/12/2020,22/06/2020,87
13/12/2020,23/06/2020,71
13/12/2020,24/06/2020,87
13/12/2020,25/06/2020,83
13/12/2020,26/06/2020,94
13/12/2020,27/06/2020,75
13/12/2020,28/06/2020,50
13/12/2020,29/06/2020,98
13/12/2020,30/06/2020,66
13/12/2020,01/07/2020,114
13/12/2020,02/07/2020,87
13/12/2020,03/07/2020,74
13/12/2020,04/07/2020,79
13/12/2020,05/07/2020,66
13/12/2020,06/07/2020,97
13/12/2020,07/07/2020,99
13/12/2020,08/07/2020,103
13/12/2020,09/07/2020,83
13/12/2020,10/07/2020,110
13/12/2020,11/07/2020,76
13/12/2020,12/07/2020,72
13/12/2020,13/07/2020,102
13/12/2020,14/07/2020,116
13/12/2020,15/07/2020,98
13/12/2020,16/07/2020,85
13/12/2020,17/07/2020,103
13/12/2020,18/07/2020,91
13/12/2020,19/07/2020,87
13/12/2020,20/07/2020,137
13/12/2020,21/07/2020,120
13/12/2020,22/07/2020,114
13/12/2020,23/07/2020,131
13/12/2020,24/07/2020,114
13/12/2020,25/07/2020,131
13/12/2020,26/07/2020,94
13/12/2020,27/07/2020,132
13/12/2020,28/07/2020,134
13/12/2020,29/07/2020,131
13/12/2020,30/07/2020,122
13/12/2020,31/07/2020,126
13/12/2020,01/08/2020,156
13/12/2020,02/08/2020,120
13/12/2020,03/08/2020,208
13/12/2020,04/08/2020,189
13/12/2020,05/08/2020,206
13/12/2020,06/08/2020,216
13/12/2020,07/08/2020,210
13/12/2020,08/08/2020,252
13/12/2020,09/08/2020,210
13/12/2020,10/08/2020,292
13/12/2020,11/08/2020,268
13/12/2020,12/08/2020,280
13/12/2020,13/08/2020,307
13/12/2020,14/08/2020,310
13/12/2020,15/08/2020,347
13/12/2020,16/08/2020,362
13/12/2020,17/08/2020,562
13/12/2020,18/08/2020,627
13/12/2020,19/08/2020,568
13/12/2020,20/08/2020,580
13/12/2020,21/08/2020,614
13/12/2020,22/08/2020,573
13/12/2020,23/08/2020,587
13/12/2020,24/08/2020,671
13/12/2020,25/08/2020,626
13/12/2020,26/08/2020,624
13/12/2020,27/08/2020,577
13/12/2020,28/08/2020,584
13/12/2020,29/08/2020,429
13/12/2020,30/08/2020,424
13/12/2020,31/08/2020,550
13/12/2020,01/09/2020,727
13/12/2020,02/09/2020,634
13/12/2020,03/09/2020,575
13/12/2020,04/09/2020,642
13/12/2020,05/09/2020,541
13/12/2020,06/09/2020,512
13/12/2020,07/09/2020,797
13/12/2020,08/09/2020,673
13/12/2020,09/09/2020,665
