iss_date,DATA_PRELIEVO_DIAGNOSI,CASI
11/09/2021,29/01/2020,<5
11/09/2021,06/02/2020,<5
11/09/2021,20/02/2020,<5
11/09/2021,21/02/2020,37
11/09/2021,22/02/2020,57
11/09/2021,23/02/2020,77
11/09/2021,24/02/2020,86
11/09/2021,25/02/2020,191
11/09/2021,26/02/2020,277
11/09/2021,27/02/2020,286
11/09/2021,28/02/2020,354
11/09/2021,29/02/2020,373
11/09/2021,01/03/2020,410
11/09/2021,02/03/2020,630
11/09/2021,03/03/2020,804
11/09/2021,04/03/2020,1075
11/09/2021,05/03/2020,1301
11/09/2021,06/03/2020,1528
11/09/2021,07/03/2020,1448
11/09/2021,08/03/2020,1452
11/09/2021,09/03/2020,2240
11/09/2021,10/03/2020,2454
11/09/2021,11/03/2020,2776
11/09/2021,12/03/2020,3140
11/09/2021,13/03/2020,4105
11/09/2021,14/03/2020,3536
11/09/2021,15/03/2020,2849
11/09/2021,16/03/2020,4814
11/09/2021,17/03/2020,5343
11/09/2021,18/03/2020,5689
11/09/2021,19/03/2020,5680
11/09/2021,20/03/2020,6255
11/09/2021,21/03/2020,4921
11/09/2021,22/03/2020,3926
11/09/2021,23/03/2020,6101
11/09/2021,24/03/2020,5916
11/09/2021,25/03/2020,5803
11/09/2021,26/03/2020,5703
11/09/2021,27/03/2020,5795
11/09/2021,28/03/2020,4528
11/09/2021,29/03/2020,3015
11/09/2021,30/03/2020,5089
11/09/2021,31/03/2020,5362
11/09/2021,01/04/2020,5024
11/09/2021,02/04/2020,4776
11/09/2021,03/04/2020,4453
11/09/2021,04/04/2020,3661
11/09/2021,05/04/2020,2600
11/09/2021,06/04/2020,4088
11/09/2021,07/04/2020,4141
11/09/2021,08/04/2020,4801
11/09/2021,09/04/2020,4686
11/09/2021,10/04/2020,5130
11/09/2021,11/04/2020,3431
11/09/2021,12/04/2020,1924
11/09/2021,13/04/2020,2267
11/09/2021,14/04/2020,3277
11/09/2021,15/04/2020,3951
11/09/2021,16/04/2020,3706
11/09/2021,17/04/2020,3504
11/09/2021,18/04/2020,2640
11/09/2021,19/04/2020,1389
11/09/2021,20/04/2020,3007
11/09/2021,21/04/2020,3076
11/09/2021,22/04/2020,2605
11/09/2021,23/04/2020,2812
11/09/2021,24/04/2020,2739
11/09/2021,25/04/2020,1667
11/09/2021,26/04/2020,1018
11/09/2021,27/04/2020,1982
11/09/2021,28/04/2020,2240
11/09/2021,29/04/2020,2327
11/09/2021,30/04/2020,2267
11/09/2021,01/05/2020,1085
11/09/2021,02/05/2020,1020
11/09/2021,03/05/2020,506
11/09/2021,04/05/2020,1458
11/09/2021,05/05/2020,1536
11/09/2021,06/05/2020,1443
11/09/2021,07/05/2020,1389
11/09/2021,08/05/2020,1379
11/09/2021,09/05/2020,731
11/09/2021,10/05/2020,337
11/09/2021,11/05/2020,872
11/09/2021,12/05/2020,916
11/09/2021,13/05/2020,889
11/09/2021,14/05/2020,902
11/09/2021,15/05/2020,791
11/09/2021,16/05/2020,606
11/09/2021,17/05/2020,298
11/09/2021,18/05/2020,655
11/09/2021,19/05/2020,720
11/09/2021,20/05/2020,674
11/09/2021,21/05/2020,622
11/09/2021,22/05/2020,685
11/09/2021,23/05/2020,356
11/09/2021,24/05/2020,147
11/09/2021,25/05/2020,513
11/09/2021,26/05/2020,540
11/09/2021,27/05/2020,524
11/09/2021,28/05/2020,516
11/09/2021,29/05/2020,388
11/09/2021,30/05/2020,285
11/09/2021,31/05/2020,89
11/09/2021,01/06/2020,375
11/09/2021,02/06/2020,87
11/09/2021,03/06/2020,358
11/09/2021,04/06/2020,361
11/09/2021,05/06/2020,384
11/09/2021,06/06/2020,203
11/09/2021,07/06/2020,84
11/09/2021,08/06/2020,300
11/09/2021,09/06/2020,368
11/09/2021,10/06/2020,394
11/09/2021,11/06/2020,447
11/09/2021,12/06/2020,369
11/09/2021,13/06/2020,214
11/09/2021,14/06/2020,68
11/09/2021,15/06/2020,276
11/09/2021,16/06/2020,280
11/09/2021,17/06/2020,302
11/09/2021,18/06/2020,232
11/09/2021,19/06/2020,290
11/09/2021,20/06/2020,165
11/09/2021,21/06/2020,62
11/09/2021,22/06/2020,333
11/09/2021,23/06/2020,292
11/09/2021,24/06/2020,206
11/09/2021,25/06/2020,201
11/09/2021,26/06/2020,184
11/09/2021,27/06/2020,121
11/09/2021,28/06/2020,62
11/09/2021,29/06/2020,233
11/09/2021,30/06/2020,198
11/09/2021,01/07/2020,236
11/09/2021,02/07/2020,249
11/09/2021,03/07/2020,238
11/09/2021,04/07/2020,219
11/09/2021,05/07/2020,81
11/09/2021,06/07/2020,235
11/09/2021,07/07/2020,224
11/09/2021,08/07/2020,284
11/09/2021,09/07/2020,220
11/09/2021,10/07/2020,250
11/09/2021,11/07/2020,163
11/09/2021,12/07/2020,62
11/09/2021,13/07/2020,187
11/09/2021,14/07/2020,238
11/09/2021,15/07/2020,237
11/09/2021,16/07/2020,256
11/09/2021,17/07/2020,285
11/09/2021,18/07/2020,166
11/09/2021,19/07/2020,110
11/09/2021,20/07/2020,316
11/09/2021,21/07/2020,279
11/09/2021,22/07/2020,276
11/09/2021,23/07/2020,267
11/09/2021,24/07/2020,307
11/09/2021,25/07/2020,193
11/09/2021,26/07/2020,92
11/09/2021,27/07/2020,323
11/09/2021,28/07/2020,317
11/09/2021,29/07/2020,469
11/09/2021,30/07/2020,352
11/09/2021,31/07/2020,320
11/09/2021,01/08/2020,201
11/09/2021,02/08/2020,107
11/09/2021,03/08/2020,420
11/09/2021,04/08/2020,394
11/09/2021,05/08/2020,507
11/09/2021,06/08/2020,398
11/09/2021,07/08/2020,494
11/09/2021,08/08/2020,345
11/09/2021,09/08/2020,194
11/09/2021,10/08/2020,501
11/09/2021,11/08/2020,534
11/09/2021,12/08/2020,626
11/09/2021,13/08/2020,550
11/09/2021,14/08/2020,632
11/09/2021,15/08/2020,324
11/09/2021,16/08/2020,300
11/09/2021,17/08/2020,704
11/09/2021,18/08/2020,926
11/09/2021,19/08/2020,1069
11/09/2021,20/08/2020,1161
11/09/2021,21/08/2020,1416
11/09/2021,22/08/2020,1064
11/09/2021,23/08/2020,718
11/09/2021,24/08/2020,1675
11/09/2021,25/08/2020,1598
11/09/2021,26/08/2020,1550
11/09/2021,27/08/2020,1510
11/09/2021,28/08/2020,1470
11/09/2021,29/08/2020,1066
11/09/2021,30/08/2020,588
11/09/2021,31/08/2020,1437
11/09/2021,01/09/2020,1429
11/09/2021,02/09/2020,1629
11/09/2021,03/09/2020,1597
11/09/2021,04/09/2020,1656
11/09/2021,05/09/2020,1149
11/09/2021,06/09/2020,563
11/09/2021,07/09/2020,1585
11/09/2021,08/09/2020,1621
11/09/2021,09/09/2020,1634
11/09/2021,10/09/2020,1678
11/09/2021,11/09/2020,1622
11/09/2021,12/09/2020,1230
11/09/2021,13/09/2020,603
11/09/2021,14/09/2020,1667
11/09/2021,15/09/2020,1833
11/09/2021,16/09/2020,1621
11/09/2021,17/09/2020,1755
11/09/2021,18/09/2020,1927
11/09/2021,19/09/2020,1326
11/09/2021,20/09/2020,664
11/09/2021,21/09/2020,1981
11/09/2021,22/09/2020,1945
11/09/2021,23/09/2020,2049
11/09/2021,24/09/2020,2017
11/09/2021,25/09/2020,2111
11/09/2021,26/09/2020,1505
11/09/2021,27/09/2020,905
11/09/2021,28/09/2020,2295
11/09/2021,29/09/2020,2338
11/09/2021,30/09/2020,2619
11/09/2021,01/10/2020,3042
11/09/2021,02/10/2020,3333
11/09/2021,03/10/2020,2616
11/09/2021,04/10/2020,1765
11/09/2021,05/10/2020,4726
11/09/2021,06/10/2020,4947
11/09/2021,07/10/2020,5464
11/09/2021,08/10/2020,6179
11/09/2021,09/10/2020,6947
11/09/2021,10/10/2020,6070
11/09/2021,11/10/2020,3437
11/09/2021,12/10/2020,9601
11/09/2021,13/10/2020,10457
11/09/2021,14/10/2020,11478
11/09/2021,15/10/2020,12220
11/09/2021,16/10/2020,13794
11/09/2021,17/10/2020,11902
11/09/2021,18/10/2020,6428
11/09/2021,19/10/2020,17633
11/09/2021,20/10/2020,19721
11/09/2021,21/10/2020,22782
11/09/2021,22/10/2020,24196
11/09/2021,23/10/2020,26138
11/09/2021,24/10/2020,20248
11/09/2021,25/10/2020,11362
11/09/2021,26/10/2020,28762
11/09/2021,27/10/2020,31770
11/09/2021,28/10/2020,34222
11/09/2021,29/10/2020,33331
11/09/2021,30/10/2020,35561
11/09/2021,31/10/2020,25800
11/09/2021,01/11/2020,13876
11/09/2021,02/11/2020,35339
11/09/2021,03/11/2020,38390
11/09/2021,04/11/2020,41632
11/09/2021,05/11/2020,40624
11/09/2021,06/11/2020,41983
11/09/2021,07/11/2020,30353
11/09/2021,08/11/2020,15707
11/09/2021,09/11/2020,39305
11/09/2021,10/11/2020,40815
11/09/2021,11/11/2020,39727
11/09/2021,12/11/2020,39248
11/09/2021,13/11/2020,40013
11/09/2021,14/11/2020,29163
11/09/2021,15/11/2020,14651
11/09/2021,16/11/2020,36700
11/09/2021,17/11/2020,38475
11/09/2021,18/11/2020,37001
11/09/2021,19/11/2020,35444
11/09/2021,20/11/2020,32876
11/09/2021,21/11/2020,22855
11/09/2021,22/11/2020,10865
11/09/2021,23/11/2020,28477
11/09/2021,24/11/2020,28879
11/09/2021,25/11/2020,27467
11/09/2021,26/11/2020,26581
11/09/2021,27/11/2020,24479
11/09/2021,28/11/2020,18233
11/09/2021,29/11/2020,8268
11/09/2021,30/11/2020,22540
11/09/2021,01/12/2020,23231
11/09/2021,02/12/2020,21665
11/09/2021,03/12/2020,20268
11/09/2021,04/12/2020,20498
11/09/2021,05/12/2020,15422
11/09/2021,06/12/2020,6348
11/09/2021,07/12/2020,19502
11/09/2021,08/12/2020,7764
11/09/2021,09/12/2020,20136
11/09/2021,10/12/2020,20696
11/09/2021,11/12/2020,19806
11/09/2021,12/12/2020,14308
11/09/2021,13/12/2020,5792
11/09/2021,14/12/2020,18156
11/09/2021,15/12/2020,18581
11/09/2021,16/12/2020,16998
11/09/2021,17/12/2020,16544
11/09/2021,18/12/2020,16966
11/09/2021,19/12/2020,12963
11/09/2021,20/12/2020,6480
11/09/2021,21/12/2020,17309
11/09/2021,22/12/2020,19609
11/09/2021,23/12/2020,19135
11/09/2021,24/12/2020,15956
11/09/2021,25/12/2020,4597
11/09/2021,26/12/2020,8003
11/09/2021,27/12/2020,7745
11/09/2021,28/12/2020,19164
11/09/2021,29/12/2020,24160
11/09/2021,30/12/2020,23926
11/09/2021,31/12/2020,19193
11/09/2021,01/01/2021,5689
11/09/2021,02/01/2021,15655
11/09/2021,03/01/2021,8385
11/09/2021,04/01/2021,22883
11/09/2021,05/01/2021,24787
11/09/2021,06/01/2021,9153
11/09/2021,07/01/2021,21483
11/09/2021,08/01/2021,21122
11/09/2021,09/01/2021,15584
11/09/2021,10/01/2021,6922
11/09/2021,11/01/2021,17054
11/09/2021,12/01/2021,16465
11/09/2021,13/01/2021,15474
11/09/2021,14/01/2021,14679
11/09/2021,15/01/2021,14341
11/09/2021,16/01/2021,10924
11/09/2021,17/01/2021,4993
11/09/2021,18/01/2021,14552
11/09/2021,19/01/2021,14555
11/09/2021,20/01/2021,13752
11/09/2021,21/01/2021,12898
11/09/2021,22/01/2021,13714
11/09/2021,23/01/2021,10517
11/09/2021,24/01/2021,4857
11/09/2021,25/01/2021,14317
11/09/2021,26/01/2021,14617
11/09/2021,27/01/2021,13347
11/09/2021,28/01/2021,12233
11/09/2021,29/01/2021,12944
11/09/2021,30/01/2021,10235
11/09/2021,31/01/2021,4792
11/09/2021,01/02/2021,13441
11/09/2021,02/02/2021,13939
11/09/2021,03/02/2021,13337
11/09/2021,04/02/2021,13306
11/09/2021,05/02/2021,13608
11/09/2021,06/02/2021,10771
11/09/2021,07/02/2021,4817
11/09/2021,08/02/2021,13871
11/09/2021,09/02/2021,14654
11/09/2021,10/02/2021,13886
11/09/2021,11/02/2021,13422
11/09/2021,12/02/2021,13112
11/09/2021,13/02/2021,9830
11/09/2021,14/02/2021,4407
11/09/2021,15/02/2021,12958
11/09/2021,16/02/2021,14088
11/09/2021,17/02/2021,14067
11/09/2021,18/02/2021,14618
11/09/2021,19/02/2021,15424
11/09/2021,20/02/2021,12642
11/09/2021,21/02/2021,5799
11/09/2021,22/02/2021,17962
11/09/2021,23/02/2021,19838
11/09/2021,24/02/2021,19906
11/09/2021,25/02/2021,19541
11/09/2021,26/02/2021,20935
11/09/2021,27/02/2021,15957
11/09/2021,28/02/2021,7111
11/09/2021,01/03/2021,22033
11/09/2021,02/03/2021,23130
11/09/2021,03/03/2021,23876
11/09/2021,04/03/2021,22897
11/09/2021,05/03/2021,24270
11/09/2021,06/03/2021,18132
11/09/2021,07/03/2021,8064
11/09/2021,08/03/2021,23971
11/09/2021,09/03/2021,26007
