iss_date,DATA_PRELIEVO_DIAGNOSI,CASI
11/11/2021,29/01/2020,<5
11/11/2021,06/02/2020,<5
11/11/2021,20/02/2020,<5
11/11/2021,21/02/2020,36
11/11/2021,22/02/2020,58
11/11/2021,23/02/2020,77
11/11/2021,24/02/2020,86
11/11/2021,25/02/2020,190
11/11/2021,26/02/2020,278
11/11/2021,27/02/2020,286
11/11/2021,28/02/2020,354
11/11/2021,29/02/2020,373
11/11/2021,01/03/2020,410
11/11/2021,02/03/2020,629
11/11/2021,03/03/2020,805
11/11/2021,04/03/2020,1076
11/11/2021,05/03/2020,1301
11/11/2021,06/03/2020,1528
11/11/2021,07/03/2020,1470
11/11/2021,08/03/2020,1451
11/11/2021,09/03/2020,2241
11/11/2021,10/03/2020,2454
11/11/2021,11/03/2020,2776
11/11/2021,12/03/2020,3142
11/11/2021,13/03/2020,4105
11/11/2021,14/03/2020,3537
11/11/2021,15/03/2020,2849
11/11/2021,16/03/2020,4815
11/11/2021,17/03/2020,5341
11/11/2021,18/03/2020,5690
11/11/2021,19/03/2020,5679
11/11/2021,20/03/2020,6254
11/11/2021,21/03/2020,4920
11/11/2021,22/03/2020,3925
11/11/2021,23/03/2020,6101
11/11/2021,24/03/2020,5916
11/11/2021,25/03/2020,5802
11/11/2021,26/03/2020,5706
11/11/2021,27/03/2020,5793
11/11/2021,28/03/2020,4528
11/11/2021,29/03/2020,3014
11/11/2021,30/03/2020,5086
11/11/2021,31/03/2020,5363
11/11/2021,01/04/2020,5025
11/11/2021,02/04/2020,4775
11/11/2021,03/04/2020,4449
11/11/2021,04/04/2020,3660
11/11/2021,05/04/2020,2602
11/11/2021,06/04/2020,4088
11/11/2021,07/04/2020,4141
11/11/2021,08/04/2020,4798
11/11/2021,09/04/2020,4686
11/11/2021,10/04/2020,5130
11/11/2021,11/04/2020,3429
11/11/2021,12/04/2020,1921
11/11/2021,13/04/2020,2267
11/11/2021,14/04/2020,3278
11/11/2021,15/04/2020,3950
11/11/2021,16/04/2020,3706
11/11/2021,17/04/2020,3504
11/11/2021,18/04/2020,2640
11/11/2021,19/04/2020,1388
11/11/2021,20/04/2020,3006
